Title,Subtitle,Author,Format,Formats Owned
Line of Fire,(Nick Stone Thriller 19),Andy McNab,Kindle,1
Lines of Departure (Frontlines Book 2),,Marko Klood,Kindle,1
Linux for Beginners,Why You're Not Using Linux yet and How to Overcome Command,Line Fear,Kindle,1
Linux Pocket Guide Daniel,,J Barrett,Kindle,1
Lions of the Desert,A True Story of WWIl Heroes in North Africa (World War Two Series Book 4),Samuel Marquis,Kindle,1
List of Secrets,A Suspenseful FBI Crime Thriller (Vital Secrets Book 2),D.F. Hart,Kindle,1
Little Book Of Ikigai,,Quercus,Physical,1
Live Fire,The Sixth Spider Shepherd Thriller,Stephen Leather,Kindle,1
Live Like A Stoic,52 Exercises for Cultivating a Good Life,Massimo Pigliucci,"Kindle, Audible",2
Living & Working in New Zealand,How to Build a New Life in New Zealand,Joy Muirhead,Physical,1
Living Forward,A Proven Plan to Stop Drifting and Get the Life You Want,Michael Hyatt,Physical,1
Living from the Soul,"The 7 Spiritual Principles of Ralph Waldo Emerson (PhilosoComics Book 1) Sam Torode, Alexander Marchand, PhilosoComics, Ralph",Waldo Emerson,Kindle,1
Living Networks - Anniversary Edition,"Leading Your Company, Customers, and Partners in the Hyper-Connected Economy",Ross Dawson,Physical,1
LOGITICA,Improve Your Critical Thinking and Problem Solving Skills,Neelabh Kumar,Kindle,1
London A-z,,Geographer's A-z Map Co.,Physical,1
London Carter Boxed Set,Books 1 - 3,BJ Bourg,Kindle,1
London Carter Boxed Set,Books 4 - 6,BJ Bourg,Kindle,1
London Marco Polo Guide (Marco Polo Guides),,Marco Polo Travel Publishing,Physical,1
London Rules,Slough House Thriller 5,Mick Herron,Kindle,1
Lonely Planet Great Britain's Best Trips 2 (Travel Guide),,Isabel Albiston,Physical,1
Lonely Planet Road Trip Route 66 (Road Trip Guides),,Sara Benson,Physical,1
"Lonely Planet Thailand's Islands & Beaches (Lonely Planet Thailand's Islands & Beaches, 2nd ed)",,Joe Cummings,Physical,1
Lonely Planet USA & Canada On A Shoestring (LONELY PLANET SHOESTRING GUIDES),,Robert Reid,Physical,1
Lost And Found,A Dog Lover's Medical Thriller Suspense (The September Day Series Book 1),Amy Shojal,Kindle,1
Lost Girls,The Maine Murders (50 States of Murder),Jon Mills,Kindle,1
Love Yourself Like Your Life Depends On It,,Kamal Ravikant,Physical,1
Low Tech Life,A Guide to Mindful Digital Minimalism,Jose Briones,Kindle,1
Lucifer's Hammer,,Larry Niven,Kindle,1
Lucky Jim (New York Review Books Classics),,Kingsley Amis,Physical,1
M is for Malice (Kinsey Millhone Alphabet series Book 13),,Sue Grafton,Kindle,1
MAC WALKER'S BENGHAZI,,D.W. Ulsterman,Kindle,1
Machine Man (Vintage Contemporaries) Max sally,,,Kindle,1
"Mad, Bad and Dangerous to Know",Updated and revised to celebrate the author's 75th year,Ranulph Fiennes,Kindle,1
Maelstorm (Gideon Rayne Book 1),,G.A. Franks,Kindle,1
Make It Happen,The Manifestation Playbook for Building Your Ideal Life,Darius Foroux,Kindle,1
Make Money From Blogging,How To Start A Blog & Profit From It: A Step-By-Step Guide (Make Money From Home),Sally Miller,Kindle,1
Make Time,How to focus on what matters every day,Jake Knapp,"Kindle, Audible",2
Make Your Bed,Feel grounded and think positive in 10 simple steps,William H. McRaven,"Kindle, Audible",2
Making a Killing,The Explosive Story of a Hired Gun in Iraq,James Ashcroft,Physical,1
Making It All Work,Winning at the game of work and the business of life,David Allen,"Kindle, Audible",2
Making Sense of Strategy,,Tony Manning,Kindle,1
Maktub,"The essential companion to global bestseller, The Alchemist",Paulo Coelho,Physical,1
Man Out of Time (The Time Bubble Series Book 3),,Jason Ayres,Kindle,1
Managing Difficult Conversations,A Practical Guide (Advance Book 2) sorin bumit ascu,Sorin Dumitrascu,Kindle,1
Managing Oneself (Harvard Business Review Classics),,Peter F. Drucker,Physical,1
Managing Organizational Change,A Practical Guide (Productivity Book 2),Sorin Dumitrascu,Kindle,1
Managing Performance Problems (Management Book 5),A Practical Guide,Sorin Dumitrascu,Kindle,1
Managing Projects Large and Small,The Fundamental Skills to Deliver on budget and on Time,Harvard Business School Press,Physical,1
Managing Your Career,A Practical Guide (Management Book 9),Sorin Dumitrascu,Kindle,1
Manhattan in Reverse,,Peter F. Hamilton,Physical,1
Manhood,An Action Plan for Changing Men's Lives,Steve Biddulph,Physical,1
Manual for the Practical Stoic,,Kevin T Malone,Physical,1
Marijuana Time,"Join the Army, See the World, Meet Interesting People and Smoke All Their Dope",Ken Lukowiak,Physical,1
Mark One,A Mark Midway Thriller (Mark Midway Series Book 1),John Hindmarsh,Kindle,1
Market Forces (GOLLANCZ S.F.),,Richard Morgan,Kindle,1
"Mass Destruction; Featuring guest appearances by Betrayed's Brandt, Davidson, and Lopez (Nuclear Threat Thriller Seri...",,Carolyn McCray,Kindle,1
Mastering College to Career,A Modern Guide To Landing Your Dream Job Before Graduation,Daniel Botero,Kindle,1
Masters of Deception,The Gang That Ruled Cyberspace,Michele Slatalla,Physical,1
Mastery,The Keys to Success And Long-Term Fulfillment,George Leonard MD,"Physical, Audible",2
Mastery (The Modern Machiavellian Robert Greene Book 1),,Robert Greene,Kindle,1
Maze Runner 1 The Maze Runner,,James Dashner,Physical,1
Me 2.0,Build a Powerful Brand to Achieve Career Success,Dan Schawbel,Physical,1
Me And The Monkey (Chronicles of The Monkey God Book 1),,Andy Darby,Kindle,1
Me and White Supremacy,"How to Recognise Your Privilege, Combat Racism and Change the World",Layla F. Saad,Kindle,1
Me and White Supremacy,"How to Recognise Your Privilege, Combat Racism and Change the World",Layla Saad; Robin DiAngelo,Audible,1
Meant for More,The Proven Formula to Turn Your Knowledge into Profits,Lisa Sasevich,"Kindle, Audible",2
MEDDICC,The ultimate guide to staying one step ahead in the complex sale,Andy Whyte,Kindle,1
Media Justice (A Marc Kadella Legal Mystery Book 3),,Dennis Carstens,Kindle,1
Meditations,A New Translation,Marcus Aurelius,Physical,1
Meditations (Penguin Pocket Hardbacks),,Marcus Aurelius,Physical,1
MEGA BOOK OF WEAPONS AND WARFARE.,,No author.,Physical,1
MEGA BOOKS OF TANKS.,,,Physical,1
Megatech,Technology in 2050,Daniel Franklin,"Physical, Kindle",2
Memorial Day (The Mitch Rapp Series Book 5),,Vince Flynn,Kindle,1
"Men Are from Mars, Women Are from Venus",A Practical Guide for Improving Communication and Getting What Y...,John Gray,Kindle,1
Metro 2033,The cult international bestseller and inspiration behind the METRO video game franchise,Dmitry Glukhovsky,Audible,1
Metro 2034,,Dmitry Glukhovsky,Audible,1
Miami Burn,A Titus Novel (Titus Florida Crime Thriller Series Book 1),John D. Patten,Kindle,1
Miami Requiem,A Deborah Jones Thriller (Deborah Jones Crime Thriller Series Book 1),J.B. Turner,Kindle,1
Micromastery,39 Little Skills to Help You Find Happiness,Robert Twigger,"Kindle, Audible",2
Midlife Crisis (The Time Bubble Series Book 7),,Jason Ayres,Kindle,1
"Mind Management, Not Time Management",Productivity When Creativity Matters (Getting Art Done Book 2),David Kadavy,Kindle,1
Mindfulness,A practical guide to finding peace in a frantic world Prof.,Mark Williams,Kindle,1
Mindset,Updated Edition: Changing The Way You think To Fulfil Your Potential,Carol S. Dweck,Kindle,1
Mindset - Updated Edition,Changing the Way You Think to Fulfil Your Potential,,Audible,1
Mindset With Muscle,"Proven Strategies to Build Up Your Brain, Body and Business",Jamie Alderton,Physical,1
Mindstar Rising (Greg Mandel),,Peter F. Hamilton,Physical,1
Mini Habits,"Smaller Habits, Bigger Results",Stephen Guise,Kindle,1
Mini Habits for Fitness,The 60-Day Plan to Rebuild Your Relationship with Exercise,Stephen Guise,Kindle,1
Mini Habits for Weight Loss,Stop Dieting. Form New Habits. Change Your Lifestyle Without Suffering.,Stephen Guise,Kindle,1
Mission Critical (Gray Man Book 8),,Mark Greaney,Kindle,1
Misspent Youth,,Peter F. Hamilton,Kindle,1
"Mitch Kearns Combat Tracker Series Boxed Set of Thrillers, Volumes 1-3",A Black-Ops Vigilante Justice Series,JT Sawyer,Kindle,1
Mockingjay (The Hunger Games Book 3),,Suzanne Collins,Kindle,1
Money,A User's Guide: The Sunday Times bestselling guide to taking control of your personal finance,Laura Whateley,Kindle,1
Moneyman (Meriwether Files Book 1),,Mark Arundel,Kindle,1
Moon Handbooks Fiji,,David Stanley,Physical,1
More Ketchup than Salsa,Voted 'Best Travel Memoir' by the British Guild of Travel Writers,Joe Cawley,Kindle,1
Morning Star,Book III of the Red Rising Trilogy,Pierce Brown,Audible,1
Morning Star (#3),Red Rising Series,Pierce Brown,Kindle,1
MORTAL SIN (Jake Lassiter Legal Thrillers Book 4),,Paul Levine,Kindle,1
Morvicti Blood (A Morvicti Novel Book 1) Lee swine,,,Kindle,1
Motion To Kill (Lou Mason Thrillers Book 1),,Joel Goldman,Kindle,1
Moving Targets,An Action-Packed Spider Shepherd SAS Novel (Spider Shepherd: SAS Book 2),Stephen Leather,Kindle,1
MRF Shadow Troop,The untold true story of top secret British military intelligence undercover operations in Belfast,Simon Cursey,Kindle,1
MultiReal (Book Two of the Jump 225 Trilogy) (v. 2),,David Louis Edelman,Physical,1
Murder in the Genes,The Triloay (Murder in the Genes Triloay) James Ross,Simon Okill,Kindle,1
My Morning Routine,How Successful People Start Every Day Inspired,,Kindle,1
"My Tomorrow, Your Yesterday (The Time Bubble Series Book 9)",,Jason Ayres,Kindle,1
Mythos,Greek Myths Retold (Stephen Fry's Greek Myths Book 1),Stephen Fry,"Kindle, Audible",2
N is for Noose (Kinsey Millhone Alphabet series Book 14),,Sue Grafton,Kindle,1
Nam,The Vietnam War in the Words of the Men and Women Who Fought There,Mark Baker,Physical,1
Narrow Escape (Dan Shepherd series Book 5),,Stephen Leather,Kindle,1
National Burden (corps Justice book 5),,C. G. Looper,Kindle,1
Natural Selection (Dan Shepherd series Book 4),,Stephen Leather,Kindle,1
Negotiating to Win (Management Book 6),A Practical Guide,Sorin Dumitrascu,Kindle,1
Negotiation Skills for Sales Professionals,A Practical Guide Sorin Dumitrascu,Sorin Dumitrascul,Kindle,1
Nemesis Games,Book 5 of the Expanse (now a Prime Original series),James S. A. Corey,Kindle,1
Network Access Control For Dummies,,Jay Kelley,Physical,1
Network Certification Practice Questions Exam Cram 2 (Exam N10-003) (2nd Edition),,Charles J. Brooks,Physical,1
Network Effect,A Murderbot Novel (The Murderbot Diaries Book 5),Martha Wells,"Kindle, Audible",2
Network Exam Cram 2 (Exam Cram N10-002),,Mike Harwood,Physical,1
Network Intrusion Detection,,Stephen Northcutt,Physical,1
Network Warrior,Everything you need to know that wasn't on the CCNA exam,Gary A. Donahue,Physical,1
Neurotribes,The Legacy of Autism and How to Think Smarter About People Who Think Differently,Steve Silberman,Audible,1
"NEVER ABOVE, NEVER BELOW","AN ADVENTUROUS PURSUIT OF WAR, ESCAPE & DARKNESS",L.G. West,Kindle,1
"Never Go Back (Jack Reacher, Book 18)",,Lee Child,Kindle,1
Never Say Spy,A midlife thriller with humor and heart (The Never Say Spy Series Book 1),Diane Henders,Kindle,1
Never Split the Difference,Negotiating as if Your Life Depended on It,Chris Voss,"Kindle, Audible",2
New Sales. Simplified.,The Essential Handbook for Prospecting and New Business Development,Mike Weinberg,Physical,1
Nexus,,Ramez Naam,Kindle,1
Nexus,"The Sunday Times bestselling history about humans, technology and AI from the author of Sapiens",Yuval Noah Harari,"Kindle, Audible",2
"Nichelle Clarke Crime Thrillers, Books 1-3",Front Page Fatality / Buried Leads / Small Town Spin (Nichelle,Clarke B...,Kindle,1
Night (Night Series Book 1),,Casey Christie,Kindle,1
Night Dogs,,Kent Anderson,Physical,1
Night of the Assassin,(Assassin Series Prequel),Russell Blake,Kindle,1
Night Without Stars (Chronicle of the Fallers),,Winston Graham,Physical,1
Nine Lives (Sam Archer Book 1),,Tom Barber,Kindle,1
Nineteen Eighty-Four,,George Orwell,Kindle,1
Nineteen Eighty-four (Penguin Essentials),,George Orwell,Physical,1
No Cry For Help,,Grant McKenzie,Kindle,1
No Easy Day,The Only First-hand Account of the Navy Seal Mission that Killed Osama bin Laden,Mark Owen,Kindle,1
No Good Deed,A Psychological Thriller (The Mark Taylor Series Book 1),M.P. McDonald,Kindle,1
No Logo,,Naomi Klein,Physical,1
No Mean Soldier,,Peter Mcaleese,Physical,1
No More Fighting,The Relationship Book for Couples: 20 Minutes a Week to a Stronger Relationship Alicia,Murioz LPC,"Kindle, Audible",2
No One Ever Taught Me How to Learn,How to Unlock Your Learning Potential and Become Unstoppable (Master ...,I. C. Robledo,Kindle,1
No Way Back (Tom Reed Series Book 4),,Rick Mofina,Kindle,1
No Way Out,The Searing True Story of Men Under Siege Major,Adam Jowett,"Kindle, Audible",2
Noble Beginnings,A Thriller (Jack Noble Book 1),L.T. Ryan,Kindle,1
Noble House,,James Clavell,Physical,1
Noble Intentions (Jack Noble Book 4),,L.l. Ryan,Kindle,1
Nobody Walks,,Mick Herron,Kindle,1
Non-Bullshit Innovation,Radical Ideas from the World's Smartest Minds,David Rowan,Kindle,1
Northern Lights,His Dark Materials 1,Philip Pullman,"Physical, Kindle",2
Not for Queen and Country,,Edward Denmark,Physical,1
Not Till We Are Lost,Bobiverse Book 5,Dennis E Taylor,Kindle,1
Note to Self,A Seven-Step Path to Gratitude and Growth,Laurie Buchanan PhD,Kindle,1
"Nothing To Lose (Jack Reacher, Book 12)",,Lee Child,Kindle,1
O is for Outlaw (Kinsey Millhone Alphabet series Book 15),,Sue Grafton,Kindle,1
Oath of Office (a Luke Stone Thriller—-Book #2),,Jack Mars,Kindle,1
Obsidian Mastery,(Build a Personal Knowledge System that Scales),Marcus Reid,Kindle,1
Odyssey,(Greek Myths Book 4),Stephen Fry,Kindle,1
"Official (ISC)2 Guide to the CISSP CBK, Second Edition ((ISC)2 Press)| Corporate, (Isc)*, Steven Hernandez CISSP",,,Kindle,1
Old Man's War,,John Scalzi,Kindle,1
OMEGA,A Black Flagged Thriller (The Black Flagged Series Book 5),Steven Konkoly,Kindle,1
On Bullshit,,Harry G. Frankfurt,Physical,1
On Sacred Ground,"A 7,000-Mile Walk of Discovery into the Heart of Wild Nature (A 7,000 Walk of Discovery into the Heart of Wild Nature)",Andrew Terrill,Physical,1
On Target,Gray Man Series,Mark Greaney,Kindle,1
On the Road (Penguin 20th Century Classics),,Jack Kerouac,Physical,1
On the Shortness of Life Lucius,,Annaeus Seneca,Kindle,1
One Bad Apple (The Clar1ty Wars),,Patrick Todoroff,Kindle,1
One Day,,David Nicholls,Audible,1
One Hundred Things to Spot (Learn with Little Mouse),,,Physical,1
One Minute Out (Gray Man Book 9),,Mark Greaney,Kindle,1
One Way (Sam Archer Book 5),,Tom Barber,Kindle,1
Only The Paranoid Survive,,Andrew Grove,Physical,1
Open with a Close,The twelve point guide to closing more sales,Matthew Elwell,Physical,1
Operation Bounce House,THE EPIC AND FAST-PACED NOVEL FROM THE MILLION COPY BESTSELLING AUTHOR OF SMASH-HIT DUNGEON CRAWLER CARL,Matt Dinniman,"Kindle, Audible",2
OPERATION CHIFFON,,unknown author,Physical,1
Operation Destruct (Jonathan Anders Book 1),,Christopher Nicole,Kindle,1
Operation Sandworm,,Andy Greendere,Kindle,1
Operation Snakebite,The Explosive True Story of an Afghan Desert Siege Stephen Grey,,Kindle,1
Oppose Any Foe (A Luke Stone Thriller-Book 4),,Jack Mars,Kindle,1
Orconomics,(The Dark Profit Saga),J. Zachary Pike,"Kindle, Audible",2
"Organizing from the Inside Out, Second Edition","The Foolproof System For Organizing Your Home, Your Office and Your Life",Julie Morgenstern,Physical,1
Osama,"The first casualty of war is the truth, the second is your soul",Chris Ryan,Kindle,1
Outlaw (Rebel Stars Book 1),,Edward W. Robertson,Kindle,1
Outwalkersi,,Fiona Shaw,Kindle,1
"Oxford Paperback Dictionary, Thesaurus, and Wordpower Guide",New edition,Sara Hawker,Physical,1
P is for Peril (Kinsey Millhone Alphabet series Book 16),,Sue Grafton,Kindle,1
PALADINE,Paladine Political Thriller Series,Kenneth Fade,Kindle,1
Pandora's Star,(Commonwealth Saga Book 1),Peter F. Hamilton,"Kindle, Audible",2
Paradise,"Expeditionary Force, Book 3",Craig Alanson,Audible,1
Paradise (Expeditionary Force Book 3),,Craig Alanson,Kindle,1
Paris,,Adrift E. J. Swift,Kindle,1
Passenger 13 (Ben Hope eBook originals),,Scott Mariani,Kindle,1
Past Imperfect,One of the most gripping and original psychological-paranormal thrillers of all time (JM Action-Conspiracy Book 1),John Matthews,Kindle,1
Patriot,"The ""Mind Blowing"" Thriller You Need To Read. (Brooke Kinley Adventures",A.S. Bond,Kindle,1
Patriot Games,"An outstanding Jack Ryan thriller, now available in eBook for the very first time",Tom Clancy,Kindle,1
Pattern Black,,Sean Platt,Kindle,1
Pawnbroker,A Thriller,Jerry Hatchett,Kindle,1
Pay Off (Stephen Leather Novels Book 1),,Stephen Leather,Kindle,1
Penguin Great Ideas,On the Shortness of Life: Seneca,Seneca,Physical,1
Peoplewatching,The Desmond Morris Guide to Body Language,Desmond Morris,Physical,1
Perennial Seller,The Art of Making and Marketing Work that Lasts,Ryan Holiday,Physical,1
Perfect Assertiveness,,Jan Ferguson,Physical,1
Permutation City,"The incredible, mind-bending look at cyberspace, afterlife and immortality",Greg Egan,"Kindle, Audible",2
Persepolis Rising,Book 7 of the Expanse,James S.A. Corey,Kindle,1
Personal Development for Smart People,The Conscious Pursuit of Personal Growth,Steve Pavlina,Physical,1
Personal Protection (Dan Shepherd series Book 9),,Stephen Leather,Kindle,1
"Persuader (Jack Reacher, Book 7)",,Lee Child,Kindle,1
Persuasion,The Art of Influencing People,James Borg,Physical,1
